CompDate,HomeTeam,AwayTeam,Score,YearDivision
Prem11 Mar,Galway United,Bray Wanderers,4 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem11 Mar,Dundalk,Finn Harps,3 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem11 Mar,Derry City,Cork City,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem11 Mar,Bohemians,Sligo Rovers,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem11 Mar,Shamrock Rovers,Wexford,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem11 Mar,Longford Town,St. Patrick's Athletic,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 Mar,Sligo Rovers,Galway United,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 Mar,St. Patrick's Athletic,Bohemians,3 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 Mar,Cork City,Longford Town,6 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 Mar,Bray Wanderers,Derry City,0 - 3FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 Mar,Wexford,Dundalk,1 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 Mar,Finn Harps,Shamrock Rovers,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem18 Mar,Dundalk,Cork City,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem18 Mar,Derry City,Galway United,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem18 Mar,Bohemians,Wexford,3 - 3FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem18 Mar,Shamrock Rovers,St. Patrick's Athletic,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem19 Mar,Longford Town,Bray Wanderers,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem19 Mar,Sligo Rovers,Finn Harps,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem24 Mar,St. Patrick's Athletic,Dundalk,0 - 4FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem26 Mar,Galway United,Bohemians,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem26 Mar,Wexford,Derry City,1 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem26 Mar,Bray Wanderers,Sligo Rovers,4 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem26 Mar,Finn Harps,Longford Town,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem01 Apr,Dundalk,Derry City,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem01 Apr,Bohemians,Longford Town,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem01 Apr,Wexford,Bray Wanderers,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem01 Apr,Shamrock Rovers,Galway United,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem02 Apr,Sligo Rovers,Cork City,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem08 Apr,St. Patrick's Athletic,Sligo Rovers,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem08 Apr,Galway United,Finn Harps,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem08 Apr,Derry City,Shamrock Rovers,3 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem08 Apr,Cork City,Wexford,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem09 Apr,Longford Town,Dundalk,0 - 4FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem09 Apr,Bray Wanderers,Bohemians,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem11 Apr,Finn Harps,St. Patrick's Athletic,1 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem15 Apr,St. Patrick's Athletic,Wexford,4 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem15 Apr,Galway United,Cork City,2 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem15 Apr,Dundalk,Sligo Rovers,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem15 Apr,Bohemians,Shamrock Rovers,0 - 4FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem15 Apr,Finn Harps,Bray Wanderers,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem16 Apr,Longford Town,Derry City,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem22 Apr,Shamrock Rovers,Dundalk,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem22 Apr,Derry City,Bohemians,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem22 Apr,Cork City,Finn Harps,3 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem22 Apr,Wexford,Galway United,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem23 Apr,Bray Wanderers,St. Patrick's Athletic,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem23 Apr,Sligo Rovers,Longford Town,3 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem25 Apr,Cork City,Shamrock Rovers,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 Apr,Galway United,Longford Town,2 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 Apr,Derry City,Sligo Rovers,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 Apr,Cork City,St. Patrick's Athletic,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 Apr,Bohemians,Dundalk,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 Apr,Wexford,Finn Harps,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 Apr,Shamrock Rovers,Bray Wanderers,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem06 May,St. Patrick's Athletic,Derry City,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem06 May,Finn Harps,Bohemians,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem06 May,Dundalk,Galway United,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem07 May,Longford Town,Shamrock Rovers,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem07 May,Bray Wanderers,Cork City,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem07 May,Sligo Rovers,Wexford,4 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem10 May,Galway United,St. Patrick's Athletic,0 - 3FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem10 May,Dundalk,Bray Wanderers,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem10 May,Bohemians,Cork City,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem10 May,Longford Town,Wexford,2 - 4FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem10 May,Shamrock Rovers,Sligo Rovers,3 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem10 May,Derry City,Finn Harps,2 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem13 May,Cork City,Derry City,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem13 May,St. Patrick's Athletic,Longford Town,3 - 3FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem13 May,Wexford,Shamrock Rovers,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem13 May,Finn Harps,Dundalk,0 - 7FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 May,Bray Wanderers,Galway United,1 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 May,Sligo Rovers,Bohemians,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem17 May,St. Patrick's Athletic,Finn Harps,4 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 May,Shamrock Rovers,Finn Harps,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 May,Longford Town,Cork City,0 - 3FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 May,Galway United,Sligo Rovers,1 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 May,Bohemians,St. Patrick's Athletic,5 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 May,Dundalk,Wexford,3 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 May,Derry City,Bray Wanderers,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem03 Jun,Bray Wanderers,Longford Town,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem03 Jun,St. Patrick's Athletic,Shamrock Rovers,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem03 Jun,Galway United,Derry City,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem03 Jun,Finn Harps,Sligo Rovers,3 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem03 Jun,Cork City,Dundalk,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem03 Jun,Wexford,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem24 Jun,Sligo Rovers,Bray Wanderers,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem24 Jun,Dundalk,St. Patrick's Athletic,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem24 Jun,Derry City,Wexford,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem24 Jun,Bohemians,Galway United,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem24 Jun,Longford Town,Finn Harps,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem24 Jun,Shamrock Rovers,Cork City,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem01 Jul,Derry City,Dundalk,0 - 5FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem02 Jul,Bray Wanderers,Wexford,3 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem02 Jul,Longford Town,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem05 Jul,Dundalk,Longford Town,4 - 3FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem08 Jul,Bohemians,Bray Wanderers,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem08 Jul,Finn Harps,Galway United,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem09 Jul,Sligo Rovers,St. Patrick's Athletic,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem10 Jul,Wexford,Cork City,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem15 Jul,Derry City,Longford Town,4 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem15 Jul,Shamrock Rovers,Bohemians,3 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem16 Jul,Bray Wanderers,Finn Harps,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem22 Jul,Galway United,Wexford,4 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem22 Jul,Bohemians,Derry City,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem23 Jul,Longford Town,Sligo Rovers,2 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 Jul,Bray Wanderers,Shamrock Rovers,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 Jul,Finn Harps,Wexford,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem29 Jul,Sligo Rovers,Derry City,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem30 Jul,Longford Town,Galway United,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem01 Aug,Wexford,St. Patrick's Athletic,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem05 Aug,Derry City,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem05 Aug,Bohemians,Finn Harps,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem05 Aug,Wexford,Sligo Rovers,0 - 5FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem05 Aug,Shamrock Rovers,Longford Town,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem05 Aug,Galway United,Dundalk,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem08 Aug,Cork City,Sligo Rovers,1 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem10 Aug,Bray Wanderers,Dundalk,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem12 Aug,Sligo Rovers,Shamrock Rovers,3 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem12 Aug,St. Patrick's Athletic,Galway United,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem12 Aug,Cork City,Bohemians,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem12 Aug,Wexford,Longford Town,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem12 Aug,Finn Harps,Derry City,0 - 5FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem15 Aug,Bohemians,Sligo Rovers,3 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem15 Aug,Derry City,Cork City,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem15 Aug,Shamrock Rovers,Wexford,3 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem15 Aug,Longford Town,St. Patrick's Athletic,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem19 Aug,Galway United,Bray Wanderers,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem26 Aug,St. Patrick's Athletic,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem26 Aug,Cork City,Longford Town,5 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem26 Aug,Wexford,Dundalk,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem26 Aug,Finn Harps,Shamrock Rovers,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem27 Aug,Bray Wanderers,Derry City,2 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem27 Aug,Sligo Rovers,Galway United,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem30 Aug,Cork City,Bray Wanderers,4 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem30 Aug,Shamrock Rovers,Derry City,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem02 Sep,Bohemians,Dundalk,1 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem02 Sep,Shamrock Rovers,St. Patrick's Athletic,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem02 Sep,Derry City,Galway United,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem06 Sep,St. Patrick's Athletic,Bray Wanderers,1 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem06 Sep,Galway United,Shamrock Rovers,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem06 Sep,Sligo Rovers,Dundalk,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem10 Sep,Longford Town,Bray Wanderers,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem12 Sep,Dundalk,Finn Harps,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem16 Sep,Galway United,Bohemians,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem16 Sep,Cork City,Shamrock Rovers,3 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem16 Sep,Wexford,Derry City,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem16 Sep,Finn Harps,Longford Town,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem17 Sep,Bray Wanderers,Sligo Rovers,4 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem19 Sep,Bohemians,Wexford,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem19 Sep,Finn Harps,Cork City,0 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem20 Sep,Dundalk,Shamrock Rovers,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem23 Sep,Dundalk,Derry City,3 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem23 Sep,Bohemians,Longford Town,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem23 Sep,Wexford,Bray Wanderers,1 - 3FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem23 Sep,Shamrock Rovers,Galway United,4 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem24 Sep,Sligo Rovers,Cork City,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem27 Sep,Derry City,Shamrock Rovers,2 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem27 Sep,Cork City,Galway United,5 - 3FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem27 Sep,St. Patrick's Athletic,Sligo Rovers,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem30 Sep,Bray Wanderers,Bohemians,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem01 Oct,Galway United,Finn Harps,3 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem04 Oct,Sligo Rovers,Finn Harps,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem07 Oct,St. Patrick's Athletic,Wexford,4 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem07 Oct,Bohemians,Shamrock Rovers,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem07 Oct,Finn Harps,Bray Wanderers,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem08 Oct,Galway United,Cork City,0 - 5FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem08 Oct,Dundalk,Sligo Rovers,0 - 3FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem08 Oct,Longford Town,Derry City,2 - 3FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem11 Oct,Dundalk,Cork City,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem11 Oct,Finn Harps,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 Oct,Sligo Rovers,Longford Town,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 Oct,Bray Wanderers,St. Patrick's Athletic,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 Oct,Shamrock Rovers,Dundalk,0 - 3FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 Oct,Derry City,Bohemians,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 Oct,Cork City,Finn Harps,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem14 Oct,Wexford,Galway United,5 - 4FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem17 Oct,St. Patrick's Athletic,Cork City,3 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem17 Oct,Longford Town,Dundalk,0 - 3FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem21 Oct,Galway United,Longford Town,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem21 Oct,Derry City,Sligo Rovers,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem21 Oct,Cork City,St. Patrick's Athletic,3 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem21 Oct,Wexford,Finn Harps,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem21 Oct,Shamrock Rovers,Bray Wanderers,0 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem23 Oct,Dundalk,Bohemians,2 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem24 Oct,Cork City,Wexford,5 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem25 Oct,St. Patrick's Athletic,Dundalk,5 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem28 Oct,Sligo Rovers,Wexford,5 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem28 Oct,St. Patrick's Athletic,Derry City,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem28 Oct,Longford Town,Shamrock Rovers,2 - 4FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem28 Oct,Finn Harps,Bohemians,1 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem28 Oct,Dundalk,Galway United,4 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Prem28 Oct,Bray Wanderers,Cork City,4 - 1FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Playoff22 Oct,Cobh Ramblers,Drogheda United,0 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Playoff28 Oct,Drogheda United,Cobh Ramblers,1 - 2FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Playoff31 Oct,Wexford,Drogheda United,2 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
Playoff04 Nov,Drogheda United,Wexford,3 - 0FT,https://www.extratime.com/competition/100/2024/#2016-league-of-ireland-premier-division
First26 Mar,Wexford,Cabinteely,1 - 2FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First26 Mar,UCD,Athlone Town,2 - 2FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First26 Mar,Galway United,Shelbourne,0 - 0FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First26 Mar,Cork City,Cobh Ramblers,2 - 1FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First28 Mar,Bray Wanderers,Treaty United,0 - 0FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First02 Apr,Treaty United,Wexford,1 - 0FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First02 Apr,Shelbourne,Bray Wanderers,3 - 3FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First02 Apr,Cabinteely,Cork City,1 - 0FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First02 Apr,Athlone Town,Galway United,3 - 1FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First03 Apr,Cobh Ramblers,UCD,0 - 4FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First09 Apr,UCD,Bray Wanderers,0 - 0FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First09 Apr,Treaty United,Cobh Ramblers,1 - 1FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First09 Apr,Shelbourne,Wexford,1 - 0FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First09 Apr,Cork City,Athlone Town,0 - 1FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First09 Apr,Cabinteely,Galway United,0 - 3FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
First16 Apr,Bray Wanderers,Athlone Town,1 - 2FT,https://www.extratime.com/competition/101/2033/#2021-league-of-ireland-first-division
