CompDate,HomeTeam,AwayTeam,Score,YearDivision
Prem19 Mar,Drogheda United,Waterford,1 - 0FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem19 Mar,Shamrock Rovers,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem20 Mar,Sligo Rovers,Dundalk,1 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem20 Mar,Longford Town,Derry City,2 - 0FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem20 Mar,Finn Harps,Bohemians,1 - 0FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem26 Mar,Dundalk,Finn Harps,1 - 2FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem26 Mar,Waterford,Sligo Rovers,1 - 2FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem27 Mar,St. Patrick's Athletic,Drogheda United,2 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem27 Mar,Bohemians,Longford Town,2 - 2FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem02 Apr,Longford Town,Sligo Rovers,0 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem02 Apr,Shamrock Rovers,Dundalk,2 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 Apr,Bohemians,St. Patrick's Athletic,0 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 Apr,Derry City,Waterford,1 - 2FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 Apr,Drogheda United,Finn Harps,1 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem09 Apr,St. Patrick's Athletic,Derry City,2 - 0FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem09 Apr,Dundalk,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem10 Apr,Sligo Rovers,Shamrock Rovers,1 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem10 Apr,Longford Town,Drogheda United,0 - 4FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem10 Apr,Finn Harps,Waterford,2 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem13 Apr,Derry City,Shamrock Rovers,0 - 2FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem16 Apr,Waterford,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem16 Apr,Derry City,Drogheda United,1 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem17 Apr,Sligo Rovers,Finn Harps,1 - 0FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem17 Apr,Shamrock Rovers,Longford Town,2 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem17 Apr,Dundalk,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem20 Apr,Drogheda United,Shamrock Rovers,0 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem20 Apr,Bohemians,Sligo Rovers,1 - 3FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem20 Apr,Derry City,Dundalk,1 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem20 Apr,Longford Town,Finn Harps,0 - 0FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem20 Apr,St. Patrick's Athletic,Waterford,1 - 0FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem23 Apr,Finn Harps,St. Patrick's Athletic,0 - 2FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem23 Apr,Shamrock Rovers,Bohemians,2 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 Apr,Sligo Rovers,Derry City,0 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 Apr,Waterford,Longford Town,1 - 0FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 Apr,Dundalk,Drogheda United,2 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem30 Apr,Drogheda United,Sligo Rovers,1 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem30 Apr,St. Patrick's Athletic,Longford Town,3 - 0FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem30 Apr,Finn Harps,Shamrock Rovers,0 - 2FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem30 Apr,Waterford,Dundalk,0 - 3FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem30 Apr,Bohemians,Derry City,1 - 2FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 May,Shamrock Rovers,Waterford,3 - 0FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 May,Drogheda United,Bohemians,1 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 May,Longford Town,Dundalk,2 - 2FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 May,Sligo Rovers,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 May,Derry City,Finn Harps,1 - 2FT,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem07 May,Derry City,Longford Town,5:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem07 May,Dundalk,Sligo Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem08 May,Waterford,Drogheda United,5:23 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem08 May,St. Patrick's Athletic,Shamrock Rovers,6 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem08 May,Bohemians,Finn Harps,6 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem14 May,Finn Harps,Dundalk,5:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem14 May,Drogheda United,St. Patrick's Athletic,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem15 May,Sligo Rovers,Waterford,6 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem15 May,Longford Town,Bohemians,6 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem15 May,Shamrock Rovers,Derry City,6 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem21 May,St. Patrick's Athletic,Bohemians,5:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem21 May,Waterford,Derry City,5:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem21 May,Dundalk,Shamrock Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem21 May,Sligo Rovers,Longford Town,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem21 May,Finn Harps,Drogheda United,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 May,Derry City,St. Patrick's Athletic,5:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 May,Bohemians,Dundalk,5:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 May,Shamrock Rovers,Sligo Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 May,Drogheda United,Longford Town,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 May,Waterford,Finn Harps,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem28 May,Finn Harps,Sligo Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem28 May,St. Patrick's Athletic,Dundalk,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem28 May,Drogheda United,Derry City,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem29 May,Longford Town,Shamrock Rovers,4 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem29 May,Bohemians,Waterford,4 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem11 Jun,Dundalk,Waterford,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem11 Jun,Derry City,Bohemians,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem11 Jun,Shamrock Rovers,Finn Harps,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem12 Jun,Longford Town,St. Patrick's Athletic,7:30 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem12 Jun,Sligo Rovers,Drogheda United,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem18 Jun,Bohemians,Drogheda United,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem18 Jun,St. Patrick's Athletic,Sligo Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem18 Jun,Waterford,Shamrock Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem18 Jun,Dundalk,Longford Town,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem18 Jun,Finn Harps,Derry City,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem21 Jun,Bohemians,Shamrock Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem21 Jun,Derry City,Sligo Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem21 Jun,St. Patrick's Athletic,Finn Harps,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem21 Jun,Drogheda United,Dundalk,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem22 Jun,Longford Town,Waterford,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem25 Jun,Dundalk,Derry City,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem25 Jun,Waterford,St. Patrick's Athletic,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem25 Jun,Shamrock Rovers,Drogheda United,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem25 Jun,Finn Harps,Longford Town,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem26 Jun,Sligo Rovers,Bohemians,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem02 Jul,Bohemians,St. Patrick's Athletic,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem02 Jul,Derry City,Waterford,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem02 Jul,Drogheda United,Finn Harps,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem02 Jul,Shamrock Rovers,Dundalk,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 Jul,Longford Town,Sligo Rovers,7:30 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem09 Jul,St. Patrick's Athletic,Derry City,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem09 Jul,Dundalk,Bohemians,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem09 Jul,Finn Harps,Waterford,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem10 Jul,Longford Town,Drogheda United,7:30 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem10 Jul,Sligo Rovers,Shamrock Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem16 Jul,Waterford,Sligo Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem16 Jul,St. Patrick's Athletic,Drogheda United,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem16 Jul,Dundalk,Finn Harps,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem16 Jul,Bohemians,Longford Town,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem16 Jul,Derry City,Shamrock Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem30 Jul,Shamrock Rovers,St. Patrick's Athletic,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem30 Jul,Drogheda United,Waterford,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem30 Jul,Finn Harps,Bohemians,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem31 Jul,Longford Town,Derry City,7:30 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem31 Jul,Sligo Rovers,Dundalk,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem06 Aug,Dundalk,St. Patrick's Athletic,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem06 Aug,Derry City,Drogheda United,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem06 Aug,Waterford,Bohemians,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem06 Aug,Shamrock Rovers,Longford Town,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem07 Aug,Sligo Rovers,Finn Harps,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem13 Aug,Derry City,Dundalk,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem13 Aug,St. Patrick's Athletic,Waterford,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem13 Aug,Bohemians,Sligo Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem13 Aug,Drogheda United,Shamrock Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem14 Aug,Longford Town,Finn Harps,7:30 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem20 Aug,Waterford,Longford Town,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem20 Aug,Dundalk,Drogheda United,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem20 Aug,Finn Harps,St. Patrick's Athletic,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem20 Aug,Shamrock Rovers,Bohemians,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem21 Aug,Sligo Rovers,Derry City,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 Sep,Drogheda United,Sligo Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 Sep,St. Patrick's Athletic,Longford Town,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 Sep,Waterford,Dundalk,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 Sep,Bohemians,Derry City,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem03 Sep,Finn Harps,Shamrock Rovers,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem10 Sep,Drogheda United,Bohemians,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem10 Sep,Derry City,Finn Harps,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem10 Sep,Shamrock Rovers,Waterford,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem11 Sep,Longford Town,Dundalk,7:30 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem11 Sep,Sligo Rovers,St. Patrick's Athletic,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 Sep,Bohemians,Finn Harps,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 Sep,Dundalk,Sligo Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 Sep,Derry City,Longford Town,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 Sep,Waterford,Drogheda United,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem24 Sep,St. Patrick's Athletic,Shamrock Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem01 Oct,Drogheda United,St. Patrick's Athletic,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem01 Oct,Shamrock Rovers,Derry City,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem01 Oct,Finn Harps,Dundalk,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem02 Oct,Longford Town,Bohemians,7:30 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem02 Oct,Sligo Rovers,Waterford,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem08 Oct,St. Patrick's Athletic,Bohemians,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem08 Oct,Waterford,Derry City,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem08 Oct,Dundalk,Shamrock Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem08 Oct,Finn Harps,Drogheda United,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem09 Oct,Sligo Rovers,Longford Town,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem15 Oct,Drogheda United,Longford Town,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem15 Oct,Derry City,St. Patrick's Athletic,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem15 Oct,Bohemians,Dundalk,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem15 Oct,Waterford,Finn Harps,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem15 Oct,Shamrock Rovers,Sligo Rovers,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem25 Oct,Longford Town,Shamrock Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem25 Oct,St. Patrick's Athletic,Dundalk,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem25 Oct,Drogheda United,Derry City,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem25 Oct,Bohemians,Waterford,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem25 Oct,Finn Harps,Sligo Rovers,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem29 Oct,Dundalk,Waterford,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem29 Oct,Derry City,Bohemians,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem29 Oct,Shamrock Rovers,Finn Harps,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem30 Oct,Longford Town,St. Patrick's Athletic,7:30 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem30 Oct,Sligo Rovers,Drogheda United,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem05 Nov,Bohemians,Drogheda United,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem05 Nov,St. Patrick's Athletic,Sligo Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem05 Nov,Waterford,Shamrock Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem05 Nov,Dundalk,Longford Town,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem05 Nov,Finn Harps,Derry City,8 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem12 Nov,Drogheda United,Dundalk,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem12 Nov,Bohemians,Shamrock Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem12 Nov,Derry City,Sligo Rovers,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem12 Nov,St. Patrick's Athletic,Finn Harps,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem13 Nov,Longford Town,Waterford,7:30 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem19 Nov,Sligo Rovers,Bohemians,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem19 Nov,Shamrock Rovers,Drogheda United,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem19 Nov,Dundalk,Derry City,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem19 Nov,Finn Harps,Longford Town,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem19 Nov,Waterford,St. Patrick's Athletic,7:45 p.m. ,https://www.extratime.com/competition/100/2033/#2021-league-of-ireland-premier-division
Prem14 Feb,Cork City,Shelbourne,0 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem14 Feb,St. Patrick's Athletic,Waterford,0 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem14 Feb,Dundalk,Derry City,1 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem14 Feb,Finn Harps,Sligo Rovers,1 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem15 Feb,Bohemians,Shamrock Rovers,0 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem21 Feb,Waterford,Bohemians,0 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem21 Feb,Sligo Rovers,St. Patrick's Athletic,0 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem21 Feb,Shelbourne,Dundalk,1 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem21 Feb,Derry City,Finn Harps,1 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem21 Feb,Shamrock Rovers,Cork City,6 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem24 Feb,Waterford,Shamrock Rovers,0 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem24 Feb,Dundalk,Cork City,3 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem24 Feb,Bohemians,Sligo Rovers,2 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem28 Feb,Shamrock Rovers,Dundalk,3 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem28 Feb,Shelbourne,St. Patrick's Athletic,1 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem28 Feb,Derry City,Bohemians,2 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem28 Feb,Cork City,Finn Harps,1 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem06 Mar,Waterford,Derry City,2 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem06 Mar,St. Patrick's Athletic,Cork City,1 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem06 Mar,Bohemians,Shelbourne,2 - 0FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem06 Mar,Finn Harps,Dundalk,0 - 4FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem07 Mar,Sligo Rovers,Shamrock Rovers,2 - 3FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem31 Jul,Derry City,Sligo Rovers,0 - 2FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem31 Jul,Dundalk,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem01 Aug,Shelbourne,Waterford,0 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem01 Aug,Shamrock Rovers,Finn Harps,3 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
Prem02 Aug,Cork City,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2034/#2020-league-of-ireland-premier-division
